Date,AMZN_prices_prices,TSLA_prices_prices,META_prices_prices,AAPL_prices_prices,JNJ_prices_prices,V_prices_prices,PG_prices_prices,JPM_prices_prices,MSFT_prices_prices,GOOGL_prices_prices
2023-03-29,100.25,193.8800048828125,205.3500061035156,160.1204833984375,149.864990234375,221.97463989257807,143.16954040527344,125.5540542602539,278.74102783203125,101.38999938964844
2023-03-30,102.0,195.27999877929688,207.83999633789065,161.7040557861328,149.98228454589844,221.04022216796875,143.79368591308594,125.17488861083984,282.2586975097656,100.88999938964844
2023-03-31,103.29000091552734,207.4600067138672,211.94000244140625,164.23377990722656,151.51702880859375,224.121826171875,145.0029296875,126.69155883789062,286.4819030761719,103.7300033569336
2023-04-03,102.41000366210938,194.7700042724609,213.07000732421875,165.4986572265625,153.32545471191406,227.64080810546875,145.80259704589844,126.54573059082033,285.41864013671875,104.36000061035156
2023-04-04,103.9499969482422,192.5800018310547,214.72000122070312,164.96084594726562,154.92860412597656,226.30877685546875,146.50473022460938,124.8540496826172,285.36895751953125,104.72000122070312
2023-04-05,101.0999984741211,185.5200042724609,211.47999572753903,163.098388671875,161.8885955810547,226.81573486328125,147.50918579101562,125.04022216796876,282.5468444824219,104.47000122070312
2023-04-06,102.05999755859376,185.05999755859372,216.1000061035156,163.99476623535156,161.43894958496094,224.64866638183597,148.4453887939453,124.90303802490234,289.7610778808594,108.41999816894533
2023-04-10,102.16999816894533,184.50999450683597,214.75,161.37538146972656,160.6276092529297,225.08604431152344,147.21664428710938,125.3145751953125,287.5650329589844,106.44000244140624
2023-04-11,99.91999816894533,186.7899932861328,213.8500061035156,160.15036010742188,160.57872009277344,227.0940704345703,146.924072265625,125.93189239501952,281.04638671875,105.3499984741211
2023-04-12,97.83000183105467,180.5399932861328,214.0,159.45318603515625,160.236572265625,226.45785522460935,147.32391357421875,125.91229248046876,281.7022399902344,104.63999938964844
2023-04-13,102.4000015258789,185.8999938964844,220.3500061035156,164.89111328125,162.37738037109375,231.3089141845703,148.0065460205078,126.3924331665039,288.0121765136719,107.43000030517578
2023-04-14,102.51000213623048,185.0,221.4900054931641,164.54254150390625,162.11343383789062,232.63101196289065,147.25563049316406,135.936279296875,284.33551025390625,108.87000274658205
2023-04-17,102.73999786376952,187.0399932861328,218.8600006103516,164.5624542236328,161.94725036621094,232.09420776367188,147.3043975830078,137.01414489746094,286.9787292480469,105.97000122070312
2023-04-18,102.3000030517578,184.30999755859372,217.88999938964844,165.79745483398438,157.3919677734375,232.2135162353516,147.46043395996094,138.55250549316406,286.55145263671875,104.5
2023-04-19,104.3000030517578,180.58999633789065,215.6999969482422,166.95277404785156,158.87782287597656,231.1896209716797,147.48968505859375,138.37612915039062,286.6309509277344,104.18000030517578
